timestamp_auditoria;nome_arquivo;sucesso_extracao;motivo_falha_extracao;modelo_utilizado;tempo_processamento_s;tokens_prompt;tokens_completion;tokens_total;status_auditoria;regra;evidencia;grau_confianca;severidade
2026-04-22 12:40:19;arquivos_nf/DOC_0011.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;10.1476;1494;137;1631;SUSPEITO;VALOR_FORA_DA_FAIXA;Valor R$ 19,500.00 está acima do desvio padrão do fornecedor (Média: R$ 10,296.91).;0.85;MEDIA
2026-04-22 12:40:19;arquivos_nf/DOC_0012.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;10.2318;1497;140;1637;SUSPEITO;STATUS_INCONSISTENTE;Status 'ESTORNADO' com data de pagamento preenchida.;0.85;MEDIA
2026-04-22 12:40:19;arquivos_nf/DOC_0013.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;10.3866;1500;143;1643;APROVADO;;;;
2026-04-22 12:40:19;arquivos_nf/DOC_0014.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;10.3900;1499;141;1640;APROVADO;;;;
2026-04-22 12:40:19;arquivos_nf/DOC_0015.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;11.5401;1500;142;1642;SUSPEITO;STATUS_INCONSISTENTE;Status 'ESTORNADO' com data de pagamento preenchida.;0.85;MEDIA
2026-04-22 12:40:19;arquivos_nf/DOC_0016.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;13.9809;1503;147;1650;SUSPEITO;STATUS_INCONSISTENTE;Status 'ESTORNADO' com data de pagamento preenchida.;0.85;MEDIA
2026-04-22 12:40:19;arquivos_nf/DOC_0017.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;13.4013;1501;144;1645;APROVADO;;;;
2026-04-22 12:40:19;arquivos_nf/DOC_0018.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;13.6295;1500;142;1642;APROVADO;;;;
2026-04-22 12:40:19;arquivos_nf/DOC_0019.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;13.4954;1495;139;1634;SUSPEITO;VALOR_FORA_DA_FAIXA;Valor R$ 19,500.00 está acima do desvio padrão do fornecedor (Média: R$ 10,350.27).;0.85;MEDIA
2026-04-22 12:40:19;arquivos_nf/DOC_0020.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;14.8310;1496;141;1637;REPROVADO;NF_DUPLICADA;Número aparece em: arquivos_nf/DOC_0855.txt;0.95;ALTA
2026-04-22 12:40:19;arquivos_nf/DOC_0020.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;14.8310;1496;141;1637;REPROVADO;STATUS_INCONSISTENTE;Status 'PENDENTE' com data de pagamento preenchida.;0.85;MEDIA
2026-04-22 12:40:19;arquivos_nf/DOC_0021.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;17.5701;1496;139;1635;APROVADO;;;;
2026-04-22 12:40:19;arquivos_nf/DOC_0022.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;17.7833;1498;141;1639;SUSPEITO;STATUS_INCONSISTENTE;Status 'CANCELADO' com data de pagamento preenchida.;0.85;MEDIA
2026-04-22 12:40:19;arquivos_nf/DOC_0023.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;17.8692;1496;140;1636;APROVADO;;;;
2026-04-22 12:40:19;arquivos_nf/DOC_0024.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;17.9976;1497;140;1637;APROVADO;;;;
2026-04-22 12:40:19;arquivos_nf/DOC_0025.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;19.3487;1499;142;1641;APROVADO;;;;
2026-04-22 12:40:19;arquivos_nf/DOC_0026.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;21.4775;1500;144;1644;APROVADO;;;;
2026-04-22 12:40:19;arquivos_nf/DOC_0027.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;21.1614;1494;138;1632;APROVADO;;;;
2026-04-22 12:40:19;arquivos_nf/DOC_0028.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;21.7316;1498;141;1639;APROVADO;;;;
2026-04-22 12:40:19;arquivos_nf/DOC_0029.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;21.7201;1496;138;1634;APROVADO;;;;
2026-04-22 12:40:19;arquivos_nf/DOC_0030.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;23.1865;1497;140;1637;APROVADO;;;;
2026-04-22 12:40:19;arquivos_nf/DOC_0031.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;24.6828;1499;141;1640;SUSPEITO;STATUS_INCONSISTENTE;Status 'ESTORNADO' com data de pagamento preenchida.;0.85;MEDIA
2026-04-22 12:40:19;arquivos_nf/DOC_0032.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;25.8379;1500;142;1642;APROVADO;;;;
2026-04-22 12:40:19;arquivos_nf/DOC_0033.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;25.3369;1498;142;1640;SUSPEITO;STATUS_INCONSISTENTE;Status 'PENDENTE' com data de pagamento preenchida.;0.85;MEDIA
2026-04-22 12:40:19;arquivos_nf/DOC_0034.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;25.2203;1499;142;1641;APROVADO;;;;
2026-04-22 12:40:19;arquivos_nf/DOC_0035.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;26.5475;1498;142;1640;APROVADO;;;;
2026-04-22 12:40:19;arquivos_nf/DOC_0036.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;28.3135;1501;146;1647;SUSPEITO;STATUS_INCONSISTENTE;Status 'CANCELADO' com data de pagamento preenchida.;0.85;MEDIA
2026-04-22 12:40:19;arquivos_nf/DOC_0037.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;29.0898;1497;140;1637;SUSPEITO;STATUS_INCONSISTENTE;Status 'CANCELADO' com data de pagamento preenchida.;0.85;MEDIA
2026-04-22 12:40:19;arquivos_nf/DOC_0038.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;29.2947;1498;142;1640;SUSPEITO;VALOR_FORA_DA_FAIXA;Valor R$ 15,000.00 está acima do desvio padrão do fornecedor (Média: R$ 9,911.05).;0.85;MEDIA
2026-04-22 12:40:19;arquivos_nf/DOC_0039.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;29.6299;1495;138;1633;APROVADO;;;;
2026-04-22 12:40:19;arquivos_nf/DOC_0040.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;30.6509;1497;140;1637;SUSPEITO;STATUS_INCONSISTENTE;Status 'PENDENTE' com data de pagamento preenchida.;0.85;MEDIA
2026-04-22 12:40:19;arquivos_nf/DOC_0041.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;31.5484;1496;141;1637;SUSPEITO;STATUS_INCONSISTENTE;Status 'PENDENTE' com data de pagamento preenchida.;0.85;MEDIA
2026-04-22 12:40:19;arquivos_nf/DOC_0042.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;32.4441;1499;142;1641;SUSPEITO;VALOR_FORA_DA_FAIXA;Valor R$ 15,000.00 está acima do desvio padrão do fornecedor (Média: R$ 9,381.63).;0.85;MEDIA
2026-04-22 12:40:19;arquivos_nf/DOC_0043.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;32.4560;1494;138;1632;APROVADO;;;;
2026-04-22 12:40:19;arquivos_nf/DOC_0044.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;32.8351;1498;140;1638;APROVADO;;;;
2026-04-22 12:40:19;arquivos_nf/DOC_0045.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;34.3070;1496;140;1636;APROVADO;;;;
2026-04-22 12:40:19;arquivos_nf/DOC_0046.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;35.2160;1500;144;1644;APROVADO;;;;
2026-04-22 12:40:19;arquivos_nf/DOC_0047.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;35.9498;1500;144;1644;SUSPEITO;STATUS_INCONSISTENTE;Status 'PENDENTE' com data de pagamento preenchida.;0.85;MEDIA
2026-04-22 12:40:19;arquivos_nf/DOC_0047.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;35.9498;1500;144;1644;SUSPEITO;VALOR_FORA_DA_FAIXA;Valor R$ 19,500.00 está acima do desvio padrão do fornecedor (Média: R$ 9,911.05).;0.85;MEDIA
2026-04-22 12:40:19;arquivos_nf/DOC_0048.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;36.2261;1502;146;1648;SUSPEITO;VALOR_FORA_DA_FAIXA;Valor R$ 19,500.00 está acima do desvio padrão do fornecedor (Média: R$ 10,009.85).;0.85;MEDIA
2026-04-22 12:40:19;arquivos_nf/DOC_0049.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;36.3586;1497;139;1636;SUSPEITO;STATUS_INCONSISTENTE;Status 'PENDENTE' com data de pagamento preenchida.;0.85;MEDIA
2026-04-22 12:40:19;arquivos_nf/DOC_0050.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;37.7537;1495;139;1634;SUSPEITO;STATUS_INCONSISTENTE;Status 'CANCELADO' com data de pagamento preenchida.;0.85;MEDIA
2026-04-22 12:40:19;arquivos_nf/DOC_0051.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;38.5754;1493;138;1631;SUSPEITO;STATUS_INCONSISTENTE;Status 'CANCELADO' com data de pagamento preenchida.;0.85;MEDIA
2026-04-22 12:40:19;arquivos_nf/DOC_0052.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;39.2088;1497;140;1637;SUSPEITO;STATUS_INCONSISTENTE;Status 'CANCELADO' com data de pagamento preenchida.;0.85;MEDIA
2026-04-22 12:40:19;arquivos_nf/DOC_0053.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;40.2816;1491;135;1626;APROVADO;;;;
2026-04-22 12:40:19;arquivos_nf/DOC_0054.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;39.7498;1500;144;1644;APROVADO;;;;
2026-04-22 12:40:19;arquivos_nf/DOC_0055.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;41.1459;1498;141;1639;SUSPEITO;STATUS_INCONSISTENTE;Status 'ESTORNADO' com data de pagamento preenchida.;0.85;MEDIA
2026-04-22 12:40:19;arquivos_nf/DOC_0056.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;43.2438;1498;140;1638;APROVADO;;;;
2026-04-22 12:40:19;arquivos_nf/DOC_0057.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;44.1603;1495;139;1634;APROVADO;;;;
2026-04-22 12:40:19;arquivos_nf/DOC_0058.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;45.2131;1498;141;1639;APROVADO;;;;
2026-04-22 12:40:19;arquivos_nf/DOC_0059.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;45.3057;1499;144;1643;REPROVADO;NF_DUPLICADA;Número aparece em: arquivos_nf/DOC_0098.txt;0.95;ALTA
2026-04-22 12:40:19;arquivos_nf/DOC_0060.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;45.7176;1497;140;1637;APROVADO;;;;
2026-04-22 12:40:19;arquivos_nf/DOC_0061.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;46.6963;1497;140;1637;SUSPEITO;VALOR_FORA_DA_FAIXA;Valor R$ 19,500.00 está acima do desvio padrão do fornecedor (Média: R$ 10,296.91).;0.85;MEDIA
2026-04-22 12:40:19;arquivos_nf/DOC_0062.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;47.8157;1497;140;1637;APROVADO;;;;
2026-04-22 12:40:19;arquivos_nf/DOC_0063.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;48.9299;1498;142;1640;SUSPEITO;STATUS_INCONSISTENTE;Status 'PENDENTE' com data de pagamento preenchida.;0.85;MEDIA
2026-04-22 12:40:19;arquivos_nf/DOC_0064.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;48.9973;1499;142;1641;SUSPEITO;STATUS_INCONSISTENTE;Status 'ESTORNADO' com data de pagamento preenchida.;0.85;MEDIA
2026-04-22 12:40:19;arquivos_nf/DOC_0065.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;49.1424;1498;140;1638;SUSPEITO;VALOR_FORA_DA_FAIXA;Valor R$ 19,500.00 está acima do desvio padrão do fornecedor (Média: R$ 10,350.27).;0.85;MEDIA
2026-04-22 12:40:19;arquivos_nf/DOC_0066.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;50.2306;1496;140;1636;SUSPEITO;STATUS_INCONSISTENTE;Status 'CANCELADO' com data de pagamento preenchida.;0.85;MEDIA
2026-04-22 12:40:19;arquivos_nf/DOC_0066.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;50.2306;1496;140;1636;SUSPEITO;VALOR_FORA_DA_FAIXA;Valor R$ 19,500.00 está acima do desvio padrão do fornecedor (Média: R$ 10,350.27).;0.85;MEDIA
2026-04-22 12:40:19;arquivos_nf/DOC_0067.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;51.7128;1502;144;1646;APROVADO;;;;
2026-04-22 12:40:19;arquivos_nf/DOC_0068.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;52.7559;1496;140;1636;APROVADO;;;;
2026-04-22 12:40:19;arquivos_nf/DOC_0069.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;52.7755;1497;139;1636;APROVADO;;;;
2026-04-22 12:40:19;arquivos_nf/DOC_0070.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;52.8816;1494;137;1631;SUSPEITO;VALOR_FORA_DA_FAIXA;Valor R$ 19,500.00 está acima do desvio padrão do fornecedor (Média: R$ 10,009.85).;0.85;MEDIA
2026-04-22 12:40:19;arquivos_nf/DOC_0071.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;53.6791;1496;141;1637;SUSPEITO;STATUS_INCONSISTENTE;Status 'ESTORNADO' com data de pagamento preenchida.;0.85;MEDIA
2026-04-22 12:40:19;arquivos_nf/DOC_0071.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;53.6791;1496;141;1637;SUSPEITO;VALOR_FORA_DA_FAIXA;Valor R$ 19,500.00 está acima do desvio padrão do fornecedor (Média: R$ 10,296.91).;0.85;MEDIA
2026-04-22 12:40:19;arquivos_nf/DOC_0072.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;55.1016;1498;142;1640;SUSPEITO;STATUS_INCONSISTENTE;Status 'CANCELADO' com data de pagamento preenchida.;0.85;MEDIA
2026-04-22 12:40:19;arquivos_nf/DOC_0073.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;56.5201;1500;145;1645;SUSPEITO;STATUS_INCONSISTENTE;Status 'CANCELADO' com data de pagamento preenchida.;0.85;MEDIA
2026-04-22 12:40:19;arquivos_nf/DOC_0073.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;56.5201;1500;145;1645;SUSPEITO;VALOR_FORA_DA_FAIXA;Valor R$ 19,500.00 está acima do desvio padrão do fornecedor (Média: R$ 10,009.85).;0.85;MEDIA
2026-04-22 12:40:19;arquivos_nf/DOC_0074.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;56.2117;1498;141;1639;APROVADO;;;;
2026-04-22 12:40:19;arquivos_nf/DOC_0075.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;57.1310;1499;142;1641;SUSPEITO;VALOR_FORA_DA_FAIXA;Valor R$ 19,500.00 está acima do desvio padrão do fornecedor (Média: R$ 10,009.85).;0.85;MEDIA
2026-04-22 12:40:19;arquivos_nf/DOC_0076.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;57.1602;1497;141;1638;APROVADO;;;;
2026-04-22 12:40:19;arquivos_nf/DOC_0077.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;58.5951;1496;139;1635;APROVADO;;;;
2026-04-22 12:40:19;arquivos_nf/DOC_0078.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;60.3232;1492;135;1627;SUSPEITO;VALOR_FORA_DA_FAIXA;Valor R$ 19,500.00 está acima do desvio padrão do fornecedor (Média: R$ 10,296.91).;0.85;MEDIA
2026-04-22 12:40:19;arquivos_nf/DOC_0079.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;60.2207;1500;143;1643;APROVADO;;;;
2026-04-22 12:40:19;arquivos_nf/DOC_0080.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;61.7434;1498;143;1641;SUSPEITO;STATUS_INCONSISTENTE;Status 'CANCELADO' com data de pagamento preenchida.;0.85;MEDIA
2026-04-22 12:40:19;arquivos_nf/DOC_0080.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;61.7434;1498;143;1641;SUSPEITO;VALOR_FORA_DA_FAIXA;Valor R$ 19,500.00 está acima do desvio padrão do fornecedor (Média: R$ 10,296.91).;0.85;MEDIA
2026-04-22 12:40:19;arquivos_nf/DOC_0081.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;60.8197;1496;140;1636;SUSPEITO;VALOR_FORA_DA_FAIXA;Valor R$ 19,500.00 está acima do desvio padrão do fornecedor (Média: R$ 9,911.05).;0.85;MEDIA
2026-04-22 12:40:19;arquivos_nf/DOC_0082.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;61.9714;1495;140;1635;APROVADO;;;;
2026-04-22 12:40:19;arquivos_nf/DOC_0083.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;64.3106;1503;145;1648;REPROVADO;NF_DUPLICADA;Número aparece em: arquivos_nf/DOC_0732.txt;0.95;ALTA
2026-04-22 12:40:19;arquivos_nf/DOC_0084.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;64.0583;1496;139;1635;APROVADO;;;;
2026-04-22 12:40:19;arquivos_nf/DOC_0085.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;64.6038;1497;140;1637;APROVADO;;;;
2026-04-22 12:40:19;arquivos_nf/DOC_0086.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;65.8349;1494;137;1631;APROVADO;;;;
2026-04-22 12:40:19;arquivos_nf/DOC_0087.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;65.8745;1495;139;1634;SUSPEITO;STATUS_INCONSISTENTE;Status 'ESTORNADO' com data de pagamento preenchida.;0.85;MEDIA
2026-04-22 12:40:19;arquivos_nf/DOC_0088.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;68.1548;1502;145;1647;APROVADO;;;;
2026-04-22 12:40:19;arquivos_nf/DOC_0089.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;68.2500;1481;134;1615;SUSPEITO;STATUS_INCONSISTENTE;Status 'PAG' com data de pagamento preenchida.;0.85;MEDIA
2026-04-22 12:40:19;arquivos_nf/DOC_0090.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;68.7251;1495;140;1635;APROVADO;;;;
2026-04-22 12:40:19;arquivos_nf/DOC_0091.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;69.5176;1497;142;1639;SUSPEITO;STATUS_INCONSISTENTE;Status 'PENDENTE' com data de pagamento preenchida.;0.85;MEDIA
2026-04-22 12:40:19;arquivos_nf/DOC_0092.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;69.4178;1492;135;1627;APROVADO;;;;
2026-04-22 12:40:19;arquivos_nf/DOC_0093.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;72.1673;1498;141;1639;APROVADO;;;;
2026-04-22 12:40:19;arquivos_nf/DOC_0094.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;71.3171;1496;139;1635;APROVADO;;;;
2026-04-22 12:40:19;arquivos_nf/DOC_0095.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;72.2216;1501;145;1646;SUSPEITO;STATUS_INCONSISTENTE;Status 'ESTORNADO' com data de pagamento preenchida.;0.85;MEDIA
2026-04-22 12:40:19;arquivos_nf/DOC_0095.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;72.2216;1501;145;1646;SUSPEITO;VALOR_FORA_DA_FAIXA;Valor R$ 19,500.00 está acima do desvio padrão do fornecedor (Média: R$ 9,911.05).;0.85;MEDIA
2026-04-22 12:40:19;arquivos_nf/DOC_0096.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;73.2676;1493;136;1629;SUSPEITO;STATUS_INCONSISTENTE;Status 'ESTORNADO' com data de pagamento preenchida.;0.85;MEDIA
2026-04-22 12:40:19;arquivos_nf/DOC_0097.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;73.3074;1498;143;1641;APROVADO;;;;
2026-04-22 12:40:19;arquivos_nf/DOC_0098.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;74.7545;1495;139;1634;REPROVADO;NF_DUPLICADA;Número aparece em: arquivos_nf/DOC_0059.txt;0.95;ALTA
2026-04-22 12:40:19;arquivos_nf/DOC_0099.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;76.0199;1497;140;1637;APROVADO;;;;
2026-04-22 12:40:19;arquivos_nf/DOC_0100.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;76.0696;1496;139;1635;SUSPEITO;STATUS_INCONSISTENTE;Status 'PENDENTE' com data de pagamento preenchida.;0.85;MEDIA
2026-04-22 12:40:19;arquivos_nf/DOC_0101.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;3.6205;1498;141;1639;APROVADO;;;;
2026-04-22 12:40:19;arquivos_nf/DOC_0102.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;3.4523;1494;136;1630;APROVADO;;;;
2026-04-22 12:40:19;arquivos_nf/DOC_0103.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;3.6209;1496;140;1636;SUSPEITO;STATUS_INCONSISTENTE;Status 'ESTORNADO' com data de pagamento preenchida.;0.85;MEDIA
2026-04-22 12:40:19;arquivos_nf/DOC_0104.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;3.5370;1498;142;1640;SUSPEITO;STATUS_INCONSISTENTE;Status 'PENDENTE' com data de pagamento preenchida.;0.85;MEDIA
2026-04-22 12:40:19;arquivos_nf/DOC_0105.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;3.5031;1498;141;1639;SUSPEITO;VALOR_FORA_DA_FAIXA;Valor R$ 15,000.00 está acima do desvio padrão do fornecedor (Média: R$ 9,911.05).;0.85;MEDIA
2026-04-22 12:40:19;arquivos_nf/DOC_0106.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;7.5756;1498;142;1640;SUSPEITO;STATUS_INCONSISTENTE;Status 'CANCELADO' com data de pagamento preenchida.;0.85;MEDIA
2026-04-22 12:40:19;arquivos_nf/DOC_0107.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;7.1838;1499;142;1641;APROVADO;;;;
2026-04-22 12:40:19;arquivos_nf/DOC_0108.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;6.7922;1495;139;1634;APROVADO;;;;
2026-04-22 12:40:19;arquivos_nf/DOC_0109.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;7.3582;1501;144;1645;APROVADO;;;;
2026-04-22 12:40:19;arquivos_nf/DOC_0110.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;7.4865;1499;142;1641;APROVADO;;;;
2026-04-22 12:40:19;arquivos_nf/DOC_0111.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;10.7679;1496;138;1634;APROVADO;;;;
2026-04-22 12:40:19;arquivos_nf/DOC_0112.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;11.5011;1500;144;1644;SUSPEITO;STATUS_INCONSISTENTE;Status 'ESTORNADO' com data de pagamento preenchida.;0.85;MEDIA
2026-04-22 12:40:19;arquivos_nf/DOC_0112.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;11.5011;1500;144;1644;SUSPEITO;VALOR_FORA_DA_FAIXA;Valor R$ 15,000.00 está acima do desvio padrão do fornecedor (Média: R$ 9,911.05).;0.85;MEDIA
2026-04-22 12:40:19;arquivos_nf/DOC_0113.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;11.3723;1498;142;1640;APROVADO;;;;
2026-04-22 12:40:19;arquivos_nf/DOC_0114.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;11.5507;1500;144;1644;SUSPEITO;VALOR_FORA_DA_FAIXA;Valor R$ 19,500.00 está acima do desvio padrão do fornecedor (Média: R$ 10,296.91).;0.85;MEDIA
2026-04-22 12:40:19;arquivos_nf/DOC_0115.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;11.5414;1495;140;1635;SUSPEITO;STATUS_INCONSISTENTE;Status 'CANCELADO' com data de pagamento preenchida.;0.85;MEDIA
2026-04-22 12:40:19;arquivos_nf/DOC_0116.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;14.5568;1496;141;1637;SUSPEITO;STATUS_INCONSISTENTE;Status 'CANCELADO' com data de pagamento preenchida.;0.85;MEDIA
2026-04-22 12:40:19;arquivos_nf/DOC_0116.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;14.5568;1496;141;1637;SUSPEITO;VALOR_FORA_DA_FAIXA;Valor R$ 15,000.00 está acima do desvio padrão do fornecedor (Média: R$ 9,911.05).;0.85;MEDIA
2026-04-22 12:40:19;arquivos_nf/DOC_0117.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;15.0440;1492;136;1628;APROVADO;;;;
